station_id,STATE_UT,DISTRICT,BLOCK,LATITUDE,LONGITUDE,DATE,WL_MBGL,year,delta_wl,min_wl,max_wl,GAVI,GAVI_CATEGORY,ALERT,critical_flag,critical_persist,ALERT_CONFIRMED,SUGGESTED_ACTION,ALERT_SEVERITY,is_stressed_station
Andhra Pradesh_13.2075_79.0981,Andhra Pradesh,Chittoor,Chittoor,13.2075,79.09812,2024-01-01,4.8,2024,3.1,1.7,7.8,49.18032786885246,Stressed,RECOVERY_SIGNAL,0,0.0,RECOVERY_SIGNAL,Recharge success validation,POSITIVE,True
Andhra Pradesh_13.4262_79.4531,Andhra Pradesh,Chittoor,Karvetinagar,13.42624,79.45314,2015-01-01,10.7,2015,,2.2,10.7,0.0,Critical,CRITICAL_GROUNDWATER,1,1.0,NORMAL,Continue regular monitoring,NORMAL,True
Andhra Pradesh_13.4262_79.4531,Andhra Pradesh,Chittoor,Karvetinagar,13.42624,79.45314,2016-01-01,2.2,2016,-8.5,2.2,10.7,100.0,Safe,SUDDEN_DROP,0,1.0,SUDDEN_DROP,Field verification required,MEDIUM,True
Andhra Pradesh_13.4262_79.4531,Andhra Pradesh,Chittoor,Karvetinagar,13.42624,79.45314,2017-01-01,5.6,2017,3.3999999999999995,2.2,10.7,60.00000000000001,Watch,RECOVERY_SIGNAL,0,1.0,RECOVERY_SIGNAL,Recharge success validation,POSITIVE,True
Andhra Pradesh_13.4262_79.4531,Andhra Pradesh,Chittoor,Karvetinagar,13.42624,79.45314,2018-01-01,5.1,2018,-0.5,2.2,10.7,65.88235294117648,Watch,NORMAL,0,0.0,NORMAL,Continue regular monitoring,NORMAL,True
Andhra Pradesh_13.4262_79.4531,Andhra Pradesh,Chittoor,Karvetinagar,13.42624,79.45314,2022-01-01,3.4,2022,-1.6999999999999995,2.2,10.7,85.88235294117648,Safe,NORMAL,0,0.0,NORMAL,Continue regular monitoring,NORMAL,True
Andhra Pradesh_13.4262_79.4531,Andhra Pradesh,Chittoor,Karvetinagar,13.42624,79.45314,2023-01-01,3.8,2023,0.3999999999999999,2.2,10.7,81.17647058823529,Safe,NORMAL,0,0.0,NORMAL,Continue regular monitoring,NORMAL,True
Andhra Pradesh_13.4262_79.4531,Andhra Pradesh,Chittoor,Karvetinagar,13.42624,79.45314,2024-01-01,4.8,2024,1.0,2.2,10.7,69.41176470588235,Watch,RECOVERY_SIGNAL,0,0.0,RECOVERY_SIGNAL,Recharge success validation,POSITIVE,True
Andhra Pradesh_13.5609_79.2493,Andhra Pradesh,Tirupati,Chandragiri,13.56087,79.24931,2015-01-01,11.4,2015,,1.3,11.4,0.0,Critical,CRITICAL_GROUNDWATER,1,1.0,NORMAL,Continue regular monitoring,NORMAL,True
Andhra Pradesh_13.5609_79.2493,Andhra Pradesh,Tirupati,Chandragiri,13.56087,79.24931,2016-01-01,2.2,2016,-9.2,1.3,11.4,91.0891089108911,Safe,SUDDEN_DROP,0,1.0,SUDDEN_DROP,Field verification required,MEDIUM,True
Andhra Pradesh_13.5609_79.2493,Andhra Pradesh,Tirupati,Chandragiri,13.56087,79.24931,2017-01-01,4.6,2017,2.3999999999999995,1.3,11.4,67.32673267326732,Watch,RECOVERY_SIGNAL,0,1.0,RECOVERY_SIGNAL,Recharge success validation,POSITIVE,True
Andhra Pradesh_13.5609_79.2493,Andhra Pradesh,Tirupati,Chandragiri,13.56087,79.24931,2018-01-01,4.2,2018,-0.3999999999999994,1.3,11.4,71.28712871287128,Watch,NORMAL,0,0.0,NORMAL,Continue regular monitoring,NORMAL,True
Andhra Pradesh_13.5609_79.2493,Andhra Pradesh,Tirupati,Chandragiri,13.56087,79.24931,2019-01-01,5.5,2019,1.2999999999999998,1.3,11.4,58.415841584158414,Watch,RECOVERY_SIGNAL,0,0.0,RECOVERY_SIGNAL,Recharge success validation,POSITIVE,True
Andhra Pradesh_13.5609_79.2493,Andhra Pradesh,Tirupati,Chandragiri,13.56087,79.24931,2020-01-01,4.0,2020,-1.5,1.3,11.4,73.26732673267327,Watch,NORMAL,0,0.0,NORMAL,Continue regular monitoring,NORMAL,True
Andhra Pradesh_13.5609_79.2493,Andhra Pradesh,Tirupati,Chandragiri,13.56087,79.24931,2021-01-01,1.3,2021,-2.7,1.3,11.4,100.0,Safe,SUDDEN_DROP,0,0.0,SUDDEN_DROP,Field verification required,MEDIUM,True
Andhra Pradesh_13.5609_79.2493,Andhra Pradesh,Tirupati,Chandragiri,13.56087,79.24931,2023-01-01,3.3,2023,2.0,1.3,11.4,80.19801980198021,Safe,RECOVERY_SIGNAL,0,0.0,RECOVERY_SIGNAL,Recharge success validation,POSITIVE,True
Andhra Pradesh_13.5609_79.2493,Andhra Pradesh,Tirupati,Chandragiri,13.56087,79.24931,2024-01-01,5.2,2024,1.9000000000000004,1.3,11.4,61.38613861386138,Watch,RECOVERY_SIGNAL,0,0.0,RECOVERY_SIGNAL,Recharge success validation,POSITIVE,True
Andhra Pradesh_13.6371_79.9008,Andhra Pradesh,Tirupati,Buchinadidu Khandriga Nilavaai,13.63705,79.90084,2015-01-01,1.4,2015,,1.4,2.5,100.0,Safe,NORMAL,0,0.0,NORMAL,Continue regular monitoring,NORMAL,True
Andhra Pradesh_13.6371_79.9008,Andhra Pradesh,Tirupati,Buchinadidu Khandriga Nilavaai,13.63705,79.90084,2016-01-01,1.8,2016,0.4000000000000001,1.4,2.5,63.636363636363626,Watch,NORMAL,0,0.0,NORMAL,Continue regular monitoring,NORMAL,True
Andhra Pradesh_13.6371_79.9008,Andhra Pradesh,Tirupati,Buchinadidu Khandriga Nilavaai,13.63705,79.90084,2017-01-01,2.0,2017,0.1999999999999999,1.4,2.5,45.454545454545446,Stressed,NORMAL,0,0.0,NORMAL,Continue regular monitoring,NORMAL,True
Andhra Pradesh_13.6371_79.9008,Andhra Pradesh,Tirupati,Buchinadidu Khandriga Nilavaai,13.63705,79.90084,2018-01-01,1.5,2018,-0.5,1.4,2.5,90.9090909090909,Safe,NORMAL,0,0.0,NORMAL,Continue regular monitoring,NORMAL,True
Andhra Pradesh_13.6371_79.9008,Andhra Pradesh,Tirupati,Buchinadidu Khandriga Nilavaai,13.63705,79.90084,2019-01-01,2.0,2019,0.5,1.4,2.5,45.454545454545446,Stressed,NORMAL,0,0.0,NORMAL,Continue regular monitoring,NORMAL,True
Andhra Pradesh_13.6371_79.9008,Andhra Pradesh,Tirupati,Buchinadidu Khandriga Nilavaai,13.63705,79.90084,2020-01-01,1.4,2020,-0.6000000000000001,1.4,2.5,100.0,Safe,NORMAL,0,0.0,NORMAL,Continue regular monitoring,NORMAL,True
Andhra Pradesh_13.6371_79.9008,Andhra Pradesh,Tirupati,Buchinadidu Khandriga Nilavaai,13.63705,79.90084,2021-01-01,1.7,2021,0.3,1.4,2.5,72.72727272727273,Watch,NORMAL,0,0.0,NORMAL,Continue regular monitoring,NORMAL,True
Andhra Pradesh_13.6371_79.9008,Andhra Pradesh,Tirupati,Buchinadidu Khandriga Nilavaai,13.63705,79.90084,2022-01-01,2.4,2022,0.7,1.4,2.5,9.090909090909093,Critical,CRITICAL_GROUNDWATER,1,1.0,NORMAL,Continue regular monitoring,NORMAL,True
Andhra Pradesh_13.6371_79.9008,Andhra Pradesh,Tirupati,Buchinadidu Khandriga Nilavaai,13.63705,79.90084,2023-01-01,1.5,2023,-0.8999999999999999,1.4,2.5,90.9090909090909,Safe,NORMAL,0,1.0,NORMAL,Continue regular monitoring,NORMAL,True
Andhra Pradesh_13.6371_79.9008,Andhra Pradesh,Tirupati,Buchinadidu Khandriga Nilavaai,13.63705,79.90084,2024-01-01,2.5,2024,1.0,1.4,2.5,0.0,Critical,CRITICAL_GROUNDWATER,1,2.0,CRITICAL_GROUNDWATER,"Extraction restriction, emergency planning",CRITICAL,True
Andhra Pradesh_13.6663_78.4184,Andhra Pradesh,Annamayya,B.Kothakota,13.66631,78.41837,2015-01-01,12.6,2015,,0.9,12.6,0.0,Critical,CRITICAL_GROUNDWATER,1,1.0,NORMAL,Continue regular monitoring,NORMAL,True
Andhra Pradesh_13.6663_78.4184,Andhra Pradesh,Annamayya,B.Kothakota,13.66631,78.41837,2016-01-01,10.0,2016,-2.6,0.9,12.6,22.22222222222222,Critical,CRITICAL_GROUNDWATER,1,2.0,CRITICAL_GROUNDWATER,"Extraction restriction, emergency planning",CRITICAL,True
Andhra Pradesh_13.6663_78.4184,Andhra Pradesh,Annamayya,B.Kothakota,13.66631,78.41837,2017-01-01,8.4,2017,-1.5999999999999996,0.9,12.6,35.89743589743589,Stressed,DEPLETION_WARNING,0,2.0,DEPLETION_WARNING,"Monitoring, demand regulation",HIGH,True
Andhra Pradesh_13.6663_78.4184,Andhra Pradesh,Annamayya,B.Kothakota,13.66631,78.41837,2018-01-01,7.1,2018,-1.3000000000000007,0.9,12.6,47.008547008547005,Stressed,DEPLETION_WARNING,0,1.0,DEPLETION_WARNING,"Monitoring, demand regulation",HIGH,True
Andhra Pradesh_13.6663_78.4184,Andhra Pradesh,Annamayya,B.Kothakota,13.66631,78.41837,2019-01-01,12.6,2019,5.5,0.9,12.6,0.0,Critical,CRITICAL_GROUNDWATER,1,1.0,NORMAL,Continue regular monitoring,NORMAL,True
Andhra Pradesh_13.6663_78.4184,Andhra Pradesh,Annamayya,B.Kothakota,13.66631,78.41837,2020-01-01,12.6,2020,0.0,0.9,12.6,0.0,Critical,CRITICAL_GROUNDWATER,1,2.0,CRITICAL_GROUNDWATER,"Extraction restriction, emergency planning",CRITICAL,True
Andhra Pradesh_13.6663_78.4184,Andhra Pradesh,Annamayya,B.Kothakota,13.66631,78.41837,2021-01-01,9.3,2021,-3.299999999999999,0.9,12.6,28.205128205128194,Stressed,DEPLETION_WARNING,0,2.0,DEPLETION_WARNING,"Monitoring, demand regulation",HIGH,True
Andhra Pradesh_13.6663_78.4184,Andhra Pradesh,Annamayya,B.Kothakota,13.66631,78.41837,2022-01-01,2.7,2022,-6.6000000000000005,0.9,12.6,84.61538461538461,Safe,SUDDEN_DROP,0,1.0,SUDDEN_DROP,Field verification required,MEDIUM,True
Andhra Pradesh_13.6663_78.4184,Andhra Pradesh,Annamayya,B.Kothakota,13.66631,78.41837,2023-01-01,0.9,2023,-1.8000000000000005,0.9,12.6,100.0,Safe,NORMAL,0,0.0,NORMAL,Continue regular monitoring,NORMAL,True
Andhra Pradesh_13.6663_78.4184,Andhra Pradesh,Annamayya,B.Kothakota,13.66631,78.41837,2024-01-01,7.4,2024,6.5,0.9,12.6,44.44444444444444,Stressed,RECOVERY_SIGNAL,0,0.0,RECOVERY_SIGNAL,Recharge success validation,POSITIVE,True
Andhra Pradesh_13.8275_78.7878,Andhra Pradesh,Annamayya,Kalakada,13.82753,78.78775,2015-01-01,7.8,2015,,2.9,11.0,39.50617283950617,Stressed,NORMAL,0,0.0,NORMAL,Continue regular monitoring,NORMAL,True
Andhra Pradesh_13.8275_78.7878,Andhra Pradesh,Annamayya,Kalakada,13.82753,78.78775,2016-01-01,2.9,2016,-4.9,2.9,11.0,100.0,Safe,SUDDEN_DROP,0,0.0,SUDDEN_DROP,Field verification required,MEDIUM,True
Andhra Pradesh_13.8275_78.7878,Andhra Pradesh,Annamayya,Kalakada,13.82753,78.78775,2017-01-01,4.9,2017,2.0000000000000004,2.9,11.0,75.30864197530863,Safe,RECOVERY_SIGNAL,0,0.0,RECOVERY_SIGNAL,Recharge success validation,POSITIVE,True
Andhra Pradesh_13.8275_78.7878,Andhra Pradesh,Annamayya,Kalakada,13.82753,78.78775,2018-01-01,4.9,2018,0.0,2.9,11.0,75.30864197530863,Safe,NORMAL,0,0.0,NORMAL,Continue regular monitoring,NORMAL,True
Andhra Pradesh_13.8275_78.7878,Andhra Pradesh,Annamayya,Kalakada,13.82753,78.78775,2019-01-01,6.2,2019,1.2999999999999998,2.9,11.0,59.25925925925925,Watch,RECOVERY_SIGNAL,0,0.0,RECOVERY_SIGNAL,Recharge success validation,POSITIVE,True
Andhra Pradesh_13.8275_78.7878,Andhra Pradesh,Annamayya,Kalakada,13.82753,78.78775,2020-01-01,11.0,2020,4.8,2.9,11.0,0.0,Critical,CRITICAL_GROUNDWATER,1,1.0,NORMAL,Continue regular monitoring,NORMAL,True
Andhra Pradesh_13.8275_78.7878,Andhra Pradesh,Annamayya,Kalakada,13.82753,78.78775,2021-01-01,4.3,2021,-6.7,2.9,11.0,82.71604938271605,Safe,SUDDEN_DROP,0,1.0,SUDDEN_DROP,Field verification required,MEDIUM,True
Andhra Pradesh_13.8275_78.7878,Andhra Pradesh,Annamayya,Kalakada,13.82753,78.78775,2022-01-01,4.0,2022,-0.2999999999999998,2.9,11.0,86.41975308641975,Safe,NORMAL,0,1.0,NORMAL,Continue regular monitoring,NORMAL,True
Andhra Pradesh_13.8275_78.7878,Andhra Pradesh,Annamayya,Kalakada,13.82753,78.78775,2023-01-01,4.3,2023,0.2999999999999998,2.9,11.0,82.71604938271605,Safe,NORMAL,0,0.0,NORMAL,Continue regular monitoring,NORMAL,True
Andhra Pradesh_13.8275_78.7878,Andhra Pradesh,Annamayya,Kalakada,13.82753,78.78775,2024-01-01,6.4,2024,2.1000000000000005,2.9,11.0,56.79012345679011,Watch,RECOVERY_SIGNAL,0,0.0,RECOVERY_SIGNAL,Recharge success validation,POSITIVE,True
Andhra Pradesh_13.908_79.7315,Andhra Pradesh,Tirupati,Balayapalle,13.90801,79.73149,2015-01-01,3.2,2015,,0.1,3.2,0.0,Critical,CRITICAL_GROUNDWATER,1,1.0,NORMAL,Continue regular monitoring,NORMAL,True
Andhra Pradesh_13.908_79.7315,Andhra Pradesh,Tirupati,Balayapalle,13.90801,79.73149,2016-01-01,2.5,2016,-0.7000000000000002,0.1,3.2,22.580645161290324,Critical,CRITICAL_GROUNDWATER,1,2.0,CRITICAL_GROUNDWATER,"Extraction restriction, emergency planning",CRITICAL,True
Andhra Pradesh_13.908_79.7315,Andhra Pradesh,Tirupati,Balayapalle,13.90801,79.73149,2017-01-01,1.6,2017,-0.8999999999999999,0.1,3.2,51.61290322580645,Watch,NORMAL,0,2.0,NORMAL,Continue regular monitoring,NORMAL,True
Andhra Pradesh_13.908_79.7315,Andhra Pradesh,Tirupati,Balayapalle,13.90801,79.73149,2018-01-01,0.1,2018,-1.5,0.1,3.2,100.0,Safe,NORMAL,0,1.0,NORMAL,Continue regular monitoring,NORMAL,True
Andhra Pradesh_13.908_79.7315,Andhra Pradesh,Tirupati,Balayapalle,13.90801,79.73149,2019-01-01,0.7,2019,0.6,0.1,3.2,80.64516129032258,Safe,NORMAL,0,0.0,NORMAL,Continue regular monitoring,NORMAL,True
Andhra Pradesh_13.908_79.7315,Andhra Pradesh,Tirupati,Balayapalle,13.90801,79.73149,2020-01-01,1.1,2020,0.4000000000000001,0.1,3.2,67.74193548387098,Watch,NORMAL,0,0.0,NORMAL,Continue regular monitoring,NORMAL,True
Andhra Pradesh_13.908_79.7315,Andhra Pradesh,Tirupati,Balayapalle,13.90801,79.73149,2021-01-01,0.4,2021,-0.7000000000000001,0.1,3.2,90.32258064516128,Safe,NORMAL,0,0.0,NORMAL,Continue regular monitoring,NORMAL,True
Andhra Pradesh_13.908_79.7315,Andhra Pradesh,Tirupati,Balayapalle,13.90801,79.73149,2022-01-01,1.3,2022,0.9,0.1,3.2,61.29032258064516,Watch,NORMAL,0,0.0,NORMAL,Continue regular monitoring,NORMAL,True
Andhra Pradesh_13.908_79.7315,Andhra Pradesh,Tirupati,Balayapalle,13.90801,79.73149,2023-01-01,0.2,2023,-1.1,0.1,3.2,96.7741935483871,Safe,NORMAL,0,0.0,NORMAL,Continue regular monitoring,NORMAL,True
Andhra Pradesh_13.908_79.7315,Andhra Pradesh,Tirupati,Balayapalle,13.90801,79.73149,2024-01-01,1.5,2024,1.3,0.1,3.2,54.83870967741936,Watch,RECOVERY_SIGNAL,0,0.0,RECOVERY_SIGNAL,Recharge success validation,POSITIVE,True
Andhra Pradesh_13.9305_80.0384,Andhra Pradesh,Tirupati,Chittamur,13.93052,80.03844,2015-01-01,1.8,2015,,0.8,7.2,84.375,Safe,NORMAL,0,0.0,NORMAL,Continue regular monitoring,NORMAL,True
Andhra Pradesh_13.9305_80.0384,Andhra Pradesh,Tirupati,Chittamur,13.93052,80.03844,2016-01-01,1.9,2016,0.0999999999999998,0.8,7.2,82.8125,Safe,NORMAL,0,0.0,NORMAL,Continue regular monitoring,NORMAL,True
Andhra Pradesh_13.9305_80.0384,Andhra Pradesh,Tirupati,Chittamur,13.93052,80.03844,2017-01-01,7.2,2017,5.300000000000001,0.8,7.2,0.0,Critical,CRITICAL_GROUNDWATER,1,1.0,NORMAL,Continue regular monitoring,NORMAL,True
Andhra Pradesh_13.9305_80.0384,Andhra Pradesh,Tirupati,Chittamur,13.93052,80.03844,2018-01-01,2.4,2018,-4.800000000000001,0.8,7.2,75.0,Safe,SUDDEN_DROP,0,1.0,SUDDEN_DROP,Field verification required,MEDIUM,True
Andhra Pradesh_13.9305_80.0384,Andhra Pradesh,Tirupati,Chittamur,13.93052,80.03844,2019-01-01,4.3,2019,1.9,0.8,7.2,45.3125,Stressed,RECOVERY_SIGNAL,0,1.0,RECOVERY_SIGNAL,Recharge success validation,POSITIVE,True
Andhra Pradesh_13.9305_80.0384,Andhra Pradesh,Tirupati,Chittamur,13.93052,80.03844,2020-01-01,2.0,2020,-2.3,0.8,7.2,81.25,Safe,SUDDEN_DROP,0,0.0,SUDDEN_DROP,Field verification required,MEDIUM,True
Andhra Pradesh_13.9305_80.0384,Andhra Pradesh,Tirupati,Chittamur,13.93052,80.03844,2021-01-01,1.5,2021,-0.5,0.8,7.2,89.0625,Safe,NORMAL,0,0.0,NORMAL,Continue regular monitoring,NORMAL,True
Andhra Pradesh_13.9305_80.0384,Andhra Pradesh,Tirupati,Chittamur,13.93052,80.03844,2023-01-01,0.8,2023,-0.7,0.8,7.2,100.0,Safe,NORMAL,0,0.0,NORMAL,Continue regular monitoring,NORMAL,True
Andhra Pradesh_13.9305_80.0384,Andhra Pradesh,Tirupati,Chittamur,13.93052,80.03844,2024-01-01,2.4,2024,1.6,0.8,7.2,75.0,Safe,RECOVERY_SIGNAL,0,0.0,RECOVERY_SIGNAL,Recharge success validation,POSITIVE,True
Andhra Pradesh_13.9495_78.6885,Andhra Pradesh,Annamayya,Chinnamandem,13.94948,78.68845,2015-01-01,10.6,2015,,2.2,11.6,10.63829787234043,Critical,CRITICAL_GROUNDWATER,1,1.0,NORMAL,Continue regular monitoring,NORMAL,True
Andhra Pradesh_13.9495_78.6885,Andhra Pradesh,Annamayya,Chinnamandem,13.94948,78.68845,2016-01-01,3.4,2016,-7.199999999999999,2.2,11.6,87.2340425531915,Safe,SUDDEN_DROP,0,1.0,SUDDEN_DROP,Field verification required,MEDIUM,True
Andhra Pradesh_13.9495_78.6885,Andhra Pradesh,Annamayya,Chinnamandem,13.94948,78.68845,2017-01-01,9.3,2017,5.9,2.2,11.6,24.468085106382965,Critical,CRITICAL_GROUNDWATER,1,2.0,CRITICAL_GROUNDWATER,"Extraction restriction, emergency planning",CRITICAL,True
Andhra Pradesh_13.9495_78.6885,Andhra Pradesh,Annamayya,Chinnamandem,13.94948,78.68845,2018-01-01,4.7,2018,-4.6000000000000005,2.2,11.6,73.40425531914893,Watch,SUDDEN_DROP,0,1.0,SUDDEN_DROP,Field verification required,MEDIUM,True
Andhra Pradesh_13.9495_78.6885,Andhra Pradesh,Annamayya,Chinnamandem,13.94948,78.68845,2019-01-01,8.8,2019,4.1000000000000005,2.2,11.6,29.78723404255318,Stressed,RECOVERY_SIGNAL,0,1.0,RECOVERY_SIGNAL,Recharge success validation,POSITIVE,True
Andhra Pradesh_13.9495_78.6885,Andhra Pradesh,Annamayya,Chinnamandem,13.94948,78.68845,2020-01-01,11.6,2020,2.799999999999999,2.2,11.6,0.0,Critical,CRITICAL_GROUNDWATER,1,1.0,NORMAL,Continue regular monitoring,NORMAL,True
Andhra Pradesh_13.9495_78.6885,Andhra Pradesh,Annamayya,Chinnamandem,13.94948,78.68845,2021-01-01,2.4,2021,-9.2,2.2,11.6,97.87234042553192,Safe,SUDDEN_DROP,0,1.0,SUDDEN_DROP,Field verification required,MEDIUM,True
Andhra Pradesh_13.9495_78.6885,Andhra Pradesh,Annamayya,Chinnamandem,13.94948,78.68845,2022-01-01,3.5,2022,1.1,2.2,11.6,86.17021276595744,Safe,RECOVERY_SIGNAL,0,1.0,RECOVERY_SIGNAL,Recharge success validation,POSITIVE,True
Andhra Pradesh_13.9495_78.6885,Andhra Pradesh,Annamayya,Chinnamandem,13.94948,78.68845,2023-01-01,2.2,2023,-1.2999999999999998,2.2,11.6,100.0,Safe,NORMAL,0,0.0,NORMAL,Continue regular monitoring,NORMAL,True
Andhra Pradesh_13.9495_78.6885,Andhra Pradesh,Annamayya,Chinnamandem,13.94948,78.68845,2024-01-01,5.3,2024,3.1,2.2,11.6,67.02127659574468,Watch,RECOVERY_SIGNAL,0,0.0,RECOVERY_SIGNAL,Recharge success validation,POSITIVE,True
Andhra Pradesh_13.9605_77.6761,Andhra Pradesh,Sri Sathya Sai,Amarapuram,13.9605,77.6761,2015-01-01,1.9,2015,,0.3,1.9,0.0,Critical,CRITICAL_GROUNDWATER,1,1.0,NORMAL,Continue regular monitoring,NORMAL,True
Andhra Pradesh_13.9605_77.6761,Andhra Pradesh,Sri Sathya Sai,Amarapuram,13.9605,77.6761,2016-01-01,1.1,2016,-0.7999999999999998,0.3,1.9,49.999999999999986,Stressed,DEPLETION_WARNING,0,1.0,DEPLETION_WARNING,"Monitoring, demand regulation",HIGH,True
Andhra Pradesh_13.9605_77.6761,Andhra Pradesh,Sri Sathya Sai,Amarapuram,13.9605,77.6761,2017-01-01,1.4,2017,0.2999999999999998,0.3,1.9,31.25,Stressed,NORMAL,0,1.0,NORMAL,Continue regular monitoring,NORMAL,True
Andhra Pradesh_13.9605_77.6761,Andhra Pradesh,Sri Sathya Sai,Amarapuram,13.9605,77.6761,2018-01-01,1.9,2018,0.5,0.3,1.9,0.0,Critical,CRITICAL_GROUNDWATER,1,1.0,NORMAL,Continue regular monitoring,NORMAL,True
Andhra Pradesh_13.9605_77.6761,Andhra Pradesh,Sri Sathya Sai,Amarapuram,13.9605,77.6761,2019-01-01,1.6,2019,-0.2999999999999998,0.3,1.9,18.74999999999999,Critical,CRITICAL_GROUNDWATER,1,2.0,CRITICAL_GROUNDWATER,"Extraction restriction, emergency planning",CRITICAL,True
Andhra Pradesh_13.9605_77.6761,Andhra Pradesh,Sri Sathya Sai,Amarapuram,13.9605,77.6761,2020-01-01,0.6,2020,-1.0,0.3,1.9,81.25,Safe,NORMAL,0,2.0,NORMAL,Continue regular monitoring,NORMAL,True
Andhra Pradesh_13.9605_77.6761,Andhra Pradesh,Sri Sathya Sai,Amarapuram,13.9605,77.6761,2021-01-01,0.3,2021,-0.3,0.3,1.9,100.0,Safe,NORMAL,0,1.0,NORMAL,Continue regular monitoring,NORMAL,True
Andhra Pradesh_13.9605_77.6761,Andhra Pradesh,Sri Sathya Sai,Amarapuram,13.9605,77.6761,2022-01-01,1.6,2022,1.3,0.3,1.9,18.74999999999999,Critical,CRITICAL_GROUNDWATER,1,1.0,NORMAL,Continue regular monitoring,NORMAL,True
Andhra Pradesh_13.9605_77.6761,Andhra Pradesh,Sri Sathya Sai,Amarapuram,13.9605,77.6761,2023-01-01,0.6,2023,-1.0,0.3,1.9,81.25,Safe,NORMAL,0,1.0,NORMAL,Continue regular monitoring,NORMAL,True
Andhra Pradesh_13.9605_77.6761,Andhra Pradesh,Sri Sathya Sai,Amarapuram,13.9605,77.6761,2024-01-01,1.6,2024,1.0,0.3,1.9,18.74999999999999,Critical,CRITICAL_GROUNDWATER,1,2.0,CRITICAL_GROUNDWATER,"Extraction restriction, emergency planning",CRITICAL,True
